Editorial,ISSN,eISSN,Título,Tipo,Descuento,Promotor
Elsevier,2352-8273,,SSM - Population Health,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-1888,,Sustainable Futures,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3444,,Sustainable Manufacturing and Service Economics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0328,,Sustainable Technology and Entrepreneurship,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3207,,Teaching and Teacher Education: Leadership and Professional Development,Sólo Open Access,10,CRUE/CSIC
Elsevier,2092-5212,,The Asian Journal of Shipping and Logistics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8996,,Transport Economics and Management,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5581,,"Wellbeing, Space and Society",Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-655X,,World Development Sustainability,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-3690,,Additive Manufacturing Letters,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9129,,Advances in Industrial and Manufacturing Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5820,,Advances in Sample Preparation,Sólo Open Access,10,CRUE/CSIC
Elsevier,2090-4479,,Ain Shams Engineering Journal,Sólo Open Access,10,CRUE/CSIC
Elsevier,1110-0168,,Alexandria Engineering Journal,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-352X,,Applications in Energy and Combustion Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-4968,,Applications in Engineering Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1974,,Applied Computing and Geosciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5239,,Applied Surface Science Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,1878-5352,,Arabian Journal of Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0056,,Array,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5344,,Biomaterials and Biosystems,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0992,,Biomedical Engineering Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,0366-3175,,Boletín de la Sociedad Española de Cerámica y Vidrio,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0569,,Carbon Trends,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-5095,,Case Studies in Construction Materials,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-157X,,Case Studies in Thermal Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,1566-7367,,Catalysis Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5492,,Cement,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0544,,"Chaos, Solitons & Fractals: X",Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0224,,Chemical Physics Impact,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3126,,Chemical Thermodynamics and Thermal Analysis,Sólo Open Access,10,CRUE/CSIC
Elsevier,1872-2040,,Chinese Journal of Analytical Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0547,,Clinical Spectroscopy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2215-0382,,Colloid and Interface Science Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6820,,Composites Part C: Sólo Open Access,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-6780,,Computers & Education: X Reality,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-7285,,Development Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-1659,,Developments in the Built Environment,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5081,,Digital Chemical Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,1110-8665,,Egyptian Informatics Journal,Sólo Open Access,10,CRUE/CSIC
Elsevier,1388-2481,,Electrochemistry Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5468,,Energy and AI,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1745,,Energy Conversion and Management: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-4847,,Energy Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9702,,Energy Reviews,Sólo Open Access,10,CRUE/CSIC
Elsevier,2215-0986,,"Engineering Science and Technology, an International Journal",Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6711,,"e-Prime - Advances in Electrical Engineering, Electronics and Energy",Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-657X,,Examples and Counterexamples,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-3597,,Forces in Mechanics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-1863,,Franklin Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0520,,Fuel Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-8285,,Fundamental Plasma Physics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5425,,Giant,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5774,,Green Analytical Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-207X,,Híbrida Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2405-9595,,ICT Express,Sólo Open Access,10,CRUE/CSIC
Elsevier,1452-3981,,International Journal of Electrochemical Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0968,,International Journal of Information Management Data Insights,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-2027,,International Journal of Thermofluids,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3932,,ISPRS Open Journal of Photogrammetry and Remote Sensing,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-934X,,JCIS Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-3309,,Journal of Advanced Joining Processes,Sólo Open Access,10,CRUE/CSIC
Elsevier,2090-1232,,Journal of Advanced Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-9178,,Journal of Alloys and Metallurgical Systems,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0560,,Journal of Asian Earth Sciences: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-3917,,Journal of Chromatography Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-8277,,Journal of Computational Algebra,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4158,,Journal of Computational Mathematics and Data Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0552,,Journal of Computational Physics: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4220,,Journal of Ionic Liquids,Sólo Open Access,10,CRUE/CSIC
Elsevier,1319-1578,,Journal of King Saud University: Computer and Information Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,1018-3647,,Journal of King Saud University: Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-4410,,Journal of Magnetic Resonance Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2238-7854,,Journal of Materials Research and Technology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-8478,,Journal of Materiomics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4212,,Journal of Membrane Science Letters,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1591,,Journal of Non-Crystalline Solids: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-771X,,Journal of Pharmaceutical and Biomedical Analysis Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-4690,,Journal of Photochemistry and Photobiology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-2485,,Journal of Power Sources Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6596,,Journal of Responsible Technology,Sólo Open Access,10,CRUE/CSIC
Elsevier,1319-6103,,Journal of Saudi Chemical Society,Sólo Open Access,10,CRUE/CSIC
Elsevier,2468-2179,,Journal of Science: Advanced Materials and Devices,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8270,,Machine Learning with Applications,Sólo Open Access,10,CRUE/CSIC
Elsevier,0264-1275,,Materials & Design,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1508,,Materials Letters: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0498,,Materials Today Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-754X,,Materials Today Catalysis,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9494,,Materials Today Electronics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-9174,,Measurement: Sensors,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0646,,"Memories - Materials, Devices, Circuits and Systems",Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0072,,Micro and Nano Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9781,,Nano Trends,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-7191,,Natural Language Processing Journal,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-821X,,Next Energy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8228,,Next Materials,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8295,,Next Nanotechnology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-1791,,Nuclear Materials and Energy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5395,,Open Ceramics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-7160,,Operations Research Perspectives,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1478,,Optical Materials: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8181,,Partial Differential Equations in Applied Mathematics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0326,,Physics Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,0142-9418,,Polymer Testing,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-3704,,Power Electronic Devices and Components,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0617,,Progress in Disaster Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0334,,Quaternary Science Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-095X,,Renewable and Sustainable Energy Transition,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0374,,Results in Applied Mathematics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2211-7156,,Results in Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7207,,Results in Control and Optimization,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1230,,Results in Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-2779,,Results in Geochemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8289,,Results in Geophysical Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-048X,,Results in Materials,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9501,,Results in Optics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2211-3797,,Results in Physics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8459,,Results in Surfaces and Interfaces,Sólo Open Access,10,CRUE/CSIC
Elsevier,2405-4283,,Reviews in Physics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5693,,Science Talks,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-1804,,Sensing and Bio-Sensing Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0539,,Sensors and Actuators Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-9638,,Software Impacts,Sólo Open Access,10,CRUE/CSIC
Elsevier,0038-0806,,Soils and Foundations,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9400,,Solar Compass,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1131,,Solar Energy Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,1026-9185,,South African Journal of Chemical Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8635,,Supply Chain Analytics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-8269,,Sustainable Chemistry for Climate Action,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8392,,Sustainable Chemistry for the Environment,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9419,,Systems and Soft Computing,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8319,,Talanta Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5030,,Telematics and Informatics Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-951X,,Tetrahedron Chem,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-2231,,Tetrahedron Green Chem,Sólo Open Access,10,CRUE/CSIC
Elsevier,1110-9823,,The Egyptian Journal of Remote Sensing and Space Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2095-0349,,Theoretical and Applied Mechanics Letters,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-673X,,Tomography of Materials and Structures,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-691X,,Transportation Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1982,,Transportation Research Interdisciplinary Perspectives,Sólo Open Access,10,CRUE/CSIC
Elsevier,1350-4177,,Ultrasonics Sonochemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,0001-6918,,Acta Psychologica,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-3925,,Addiction Neuroscience,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7924,,Advances in Applied Energy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-1391,,Advances in Bamboo Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1379,,Advances in Redox Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,1751-7311,,animal,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6940,,animal - open space,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5022,,Applied Food Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-5134,,Aquaculture Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1621,,Atmospheric Environment: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1603,,BBA Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2405-5808,,Biochemistry and Biophysics Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-2075,,Biofilm,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1370,,Biosensors and Bioelectronics: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2215-017X,,Biotechnology Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8341,,Brain Behavior and Immunity Integrative,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5220,,Brain Multiphysics,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-3546,,"Brain, Behavior, & Immunity - Health",Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8939,,Carbohydrate Polymer Technologies and Applications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6568,,Carbon Capture Science & Technology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0164,,Case Studies in Chemical and Environmental Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8211,,Chemical Engineering Journal Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-2520,,City and Environment Interactions,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-8013,,Cleaner and Circular Bioeconomy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7843,,Cleaner and Responsible Consumption,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-7823,,Cleaner Chemical Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-7831,,Cleaner Energy Systems,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7908,,Cleaner Engineering and Technology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7894,,Cleaner Environmental Systems,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7916,,Cleaner Production Letters,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9125,,Cleaner Waste Systems,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9005,,Climate Change Ecology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2212-0963,,Climate Risk Management,Sólo Open Access,10,CRUE/CSIC
Elsevier,2405-8807,,Climate Services,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6134,,Clinical Immunology Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-6628,,Current Plant Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5182,,Current Research in Behavioral Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-2628,,Current Research in Biotechnology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-2469,,Current Research in Chemical Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0490,,Current Research in Environmental Sustainability,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-9271,,Current Research in Food Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0865,,Current Research in Green and Sustainable Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-2555,,Current Research in Immunology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5158,,Current Research in Insect Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5174,,Current Research in Microbial Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-945X,,Current Research in Neurobiology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-9441,,Current Research in Physiology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-928X,,Current Research in Structural Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1532,,Cytokine: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-3409,,Data in Brief,Sólo Open Access,10,CRUE/CSIC
Elsevier,1878-9293,,Developmental Cognitive Neuroscience,Sólo Open Access,10,CRUE/CSIC
Elsevier,2589-8116,,Earth System Governance,Sólo Open Access,10,CRUE/CSIC
Elsevier,1470-160X,,Ecological Indicators,Sólo Open Access,10,CRUE/CSIC
Elsevier,0147-6513,,Ecotoxicology and Environmental Safety,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0410,,EFB Bioeconomy Journal,Sólo Open Access,10,CRUE/CSIC
Elsevier,2211-467X,,Energy Strategy Reviews,Sólo Open Access,10,CRUE/CSIC
Elsevier,2095-8099,,Engineering,Sólo Open Access,10,CRUE/CSIC
Elsevier,0160-4120,,Environment International,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7657,,Environmental Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2665-9727,,Environmental and Sustainability Indicators,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0100,,Environmental Challenges,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-4984,,Environmental Science and Ecotechnology,Sólo Open Access,10,CRUE/CSIC
Elsevier,0171-9335,,European Journal of Cell Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0417,,Extracellular Vesicle,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0119,,Fish and Shellfish Immunology Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-753X,,Food Chemistry Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5662,,Food Chemistry: Molecular Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1575,,Food Chemistry: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-2150,,Fungal Interactions,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-8335,,Future Foods,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-3880,,Gene and Genome Editing,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-7744,,Genetics in Medicine Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,1672-0229,,"Genomics, Proteomics & Bioinformatics",Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6839,,Geography and Sustainability,Sólo Open Access,10,CRUE/CSIC
Elsevier,2351-9894,,Global Ecology and Conservation,Sólo Open Access,10,CRUE/CSIC
Elsevier,2468-0672,,HardwareX,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0492,,Hygiene and Environmental Health Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1190,,ImmunoInformatics,Sólo Open Access,10,CRUE/CSIC
Elsevier,1569-8432,,International Journal of Applied Earth Observation and Geoinformation,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-1543,,Journal of Agriculture and Food Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,1056-6171,,Journal of Applied Poultry Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,1756-4646,,Journal of Functional Foods,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4166,,Journal of Hazardous Materials Advances,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9110,,Journal of Hazardous Materials Letters,Sólo Open Access,10,CRUE/CSIC
Elsevier,2589-9155,,Journal of Hydrology X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-5818,,Journal of Hydrology: Regional Studies,Sólo Open Access,10,CRUE/CSIC
Elsevier,2095-3119,,Journal of Integrative Agriculture,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0786,,Journal of Natural Pesticide Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,1687-8507,,Journal of Radiation Research and Applied Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1524,,Journal of Structural Biology: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2589-9090,,Journal of Translational Autoimmunity,Sólo Open Access,10,CRUE/CSIC
Elsevier,2055-6640,,Journal of Virus Eradication,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0064,,Materials Today Bio,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-2759,,Measurement: Food,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-0301,,Metabolic Engineering Communications,Sólo Open Access,10,CRUE/CSIC
Elsevier,2214-4269,,Molecular Genetics and Metabolism Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,1933-0219,,Mucosal Immunology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4115,,Nature-Based Solutions,Sólo Open Access,10,CRUE/CSIC
Elsevier,2452-073X,,Neurobiology of Pain,Sólo Open Access,10,CRUE/CSIC
Elsevier,2451-9944,,Neurobiology of Sleep and Circadian Rhythms,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-2895,,Neurobiology of Stress,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9560,,Neuroimage: Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-4085,,Neuroscience Applied,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-8236,,Next Sustainability,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-7714,,One Health,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-1111,,Plant Nano Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-064X,,Plant Stress,Sólo Open Access,10,CRUE/CSIC
Elsevier,0032-5791,,Poultry Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-1766,,Redox Biochemistry and Chemistry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2213-2317,,Redox Biology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3789,,"Resources, Conservation & Recycling Advances",Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9161,,"Resources, Environment and Sustainability",Sólo Open Access,10,CRUE/CSIC
Elsevier,1319-562X,,Saudi Journal of Biological Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-0172,,Science of Remote Sensing,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-3755,,Smart Agricultural Technology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9552,,Smart Energy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-7110,,SoftwareX,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0062,,Soil Security,Sólo Open Access,10,CRUE/CSIC
Elsevier,2468-2330,,The Cell Surface,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-8099,,Total Environment Research Themes,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-7193,,"Trees, Forests and People",Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6790,,Tumour Virus Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,2949-7507,,Waste Management Bulletin,Sólo Open Access,10,CRUE/CSIC
Elsevier,2589-9147,,Water Research X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2212-3717,,Water Resources and Industry,Sólo Open Access,10,CRUE/CSIC
Elsevier,2212-0947,,Weather and Climate Extremes,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-1397,,World Neurosurgery: X,Sólo Open Access,10,CRUE/CSIC
Elsevier,2376-0605,,AACE Clinical Case Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2374-2895,,Academic Pathology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-8532,,Addictive Behaviors Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3940,,Advances in Cancer Biology - Metastasis,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1476,,Advances in Oral and Maxillofacial Surgery,Sólo Open Access,10,CRUE/CSIC
Elsevier,2211-419X,,African Journal of Emergency Medicine,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0321,,Aging and Health Research,Sólo Open Access,10,CRUE/CSIC
Elsevier,2589-9589,,Aging Brain,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-5778,,AJOG Global Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2773-0654,,AJPM Focus,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6022,,American Heart Journal Plus: Cardiology Research and Practice,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-0364,,American Journal of Medicine Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2451-9936,,American Journal of Ophthalmology Case Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-6677,,American Journal of Preventive Cardiology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-9641,,Annals of 3D Printed Medicine,Sólo Open Access,10,CRUE/CSIC
Elsevier,1665-2681,,Annals of Hepatology,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-9931,,Annals of Thoracic Surgery Short Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6878,,Annals of Vascular Surgery - Brief Reports and Innovations,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-3441,,Arthroplasty Today,Sólo Open Access,10,CRUE/CSIC
Elsevier,2212-6287,,Arthroscopy Techniques,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-061X,,"Arthroscopy, Sports Medicine, and Rehabilitation",Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-3185,,Artificial Intelligence in the Life Sciences,Sólo Open Access,10,CRUE/CSIC
Elsevier,0212-6567,,Atención Primaria,Sólo Open Access,10,CRUE/CSIC
Elsevier,2605-0730,,Atención Primaria Práctica,Sólo Open Access,10,CRUE/CSIC
Elsevier,2667-1743,,Biological Psychiatry Global Open Science,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-1446,,Biomarkers in Neuropsychiatry,Sólo Open Access,10,CRUE/CSIC
Elsevier,0753-3322,,Biomedicine & Pharmacotherapy,Sólo Open Access,10,CRUE/CSIC
Elsevier,2590-0536,,Biosafety and Health,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-6096,,BJA Open,Sólo Open Access,10,CRUE/CSIC
Elsevier,2352-1872,,Bone Reports,Sólo Open Access,10,CRUE/CSIC
Elsevier,2772-5294,,Brain and Spine,Sólo Open Access,10,CRUE/CSIC
Elsevier,2666-4593,,Brain Disorders,Sólo Open Access,10,CRUE/CSIC
Elsevier,1935-861X,,Brain Stimulation,Sólo Open Access,10,CRUE/CSIC
